ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount,Action,Import Status,Reason,
003851.064,1,"Mod 1 adds $2,000.00.",2014-08-04T00:00:00,2014-12-24T00:00:00,0,2000.00, ,Success,Added successfully,
003851.064,2,De-obligated funding to match what client was billed and paid.  This project is inactivated on the dashboard.,10/18/2019,10/18/2019,0,-1288.15, ,Success,Added successfully,
003851.065,0,NULL,2014-09-15T00:00:00,2014-12-25T00:00:00,0,4000.00, ,Success,Added successfully,
003851.065,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,10/18/2019,10/18/2019,0,-2955.15, ,Success,Added successfully,
003851.066,0,NULL,2014-10-20T00:00:00,2014-12-25T00:00:00,0,4000.00, ,Success,Added successfully,
003851.066,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,10/18/2019,10/18/2019,0,-3155.00, ,Success,Added successfully,
003851.067,0,NULL,2014-10-23T00:00:00,2014-12-25T00:00:00,0,4000.00, ,Success,Added successfully,
003851.067,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,10/18/2019,10/18/2019,0,-3095.34, ,Success,Added successfully,
003851.068,0,NULL,2014-10-27T00:00:00,2014-12-25T00:00:00,0,4000.00, ,Success,Added successfully,
003851.068,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,10/18/2019,10/18/2019,0,-2420.98, ,Success,Added successfully,
003851.069,0,NULL,2014-11-03T00:00:00,2014-12-25T00:00:00,0,4000.00, ,Success,Added successfully,
003851.069,1,De-obligated to match what was billed and paid by the client.  This project is deactivated on the dashboard.,10/18/2019,10/18/2019,0,-3152.46, ,Success,Added successfully,
003851.070,0,NULL,2014-12-02T00:00:00,2015-02-28T00:00:00,0,4000.00, ,Success,Added successfully,
003851.070,1,mod added to match billed amount for project.,10/18/2019,10/18/2019,0,-2677.88, ,Success,Added successfully,
003851.071,0,NULL,2015-01-05T00:00:00,2015-03-31T00:00:00,0,4000.00, ,Success,Added successfully,
003851.071,1,mod added to match billed amount for project.,10/18/2019,10/18/2019,0,-1635.00, ,Success,Added successfully,
003851.072,0,NULL,2015-01-12T00:00:00,2015-03-31T00:00:00,0,5000.00, ,Success,Added successfully,
003851.072,1,Mod 1 extends the POP to 1-31-2016.,2015-12-12T00:00:00,2016-01-31T00:00:00,0,0, ,Success,Added successfully,
003851.072,Admin,Funds have been modified in order to match the amount billed to and paid by the client. ,10/18/2019,10/18/2019,0,-722.79, ,Success,Added successfully,
003851.073,0,NULL,2015-02-02T00:00:00,2015-03-31T00:00:00,0,4000.00, ,Success,Added successfully,
003851.073,1,mod added to match billed amount for contract.,10/18/2019,10/18/2019,0,-1993.53, ,Success,Added successfully,
003851.074,0,NULL,2015-02-20T00:00:00,2015-03-31T00:00:00,0,4000.00, ,Success,Added successfully,
003851.074,1,mod added to match billed amount for project.,10/18/2019,10/18/2019,0,-2973.69, ,Success,Added successfully,
003851.075,0,NULL,2015-03-11T00:00:00,2015-04-30T00:00:00,0,4000.00, ,Success,Added successfully,
003851.075,1,Mod added to match billed amount for project.,10/18/2019,10/18/2019,0,-1755.36, ,Success,Added successfully,
003851.076,0,NULL,2015-03-11T00:00:00,2015-04-30T00:00:00,0,4000.00, ,Success,Added successfully,
003851.076,1,mod added to match billed amount for project.,10/18/2019,10/18/2019,0,-3037.50, ,Success,Added successfully,
003851.077,0,NULL,2015-03-16T00:00:00,2015-04-30T00:00:00,0,3000.00, ,Success,Added successfully,
003851.077,1,Mod added to match funded amount for project.,10/18/2019,10/18/2019,0,-2155.00, ,Success,Added successfully,
003851.078,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,0,3000.00, ,Success,Added successfully,
003851.078,Admin,De-obligated funds to match the amount billed and paid to the client. ,10/18/2019,10/18/2019,0,-2178.69, ,Success,Added successfully,
003851.079,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,0,3000.00, ,Success,Added successfully,
003851.079,Admin,Funds have been de-obligated to match the amount billed and paid to the client. ,10/18/2019,10/18/2019,0,-2230.00, ,Success,Added successfully,
003851.080,0,NULL,2015-04-13T00:00:00,2015-05-29T00:00:00,0,3000.00, ,Success,Added successfully,
003851.080,Admin,Funds de-obligated to match the amount billed and paid by the client. ,10/18/2019,10/18/2019,0,-1523.69, ,Success,Added successfully,
003851.081,0,NULL,2015-05-11T00:00:00,2015-06-26T00:00:00,0,3000.00, ,Success,Added successfully,
003851.081,Admin,Funds have been de-obligated to match the amount billed and paid to the client. ,10/18/2019,10/18/2019,0,-1169.56, ,Success,Added successfully,
003851.082,0,NULL,2015-05-29T00:00:00,2015-06-26T00:00:00,0,3000.00, ,Success,Added successfully,
003851.082,1,"Mod 1 adds $2,000.00 and extends the POP through 12/31/15.",2015-05-29T00:00:00,2015-12-31T00:00:00,0,2000.00, ,Success,Added successfully,
003851.082,Admin,Funds have been modified in order to match the amount billed to and paid by the client. ,10/18/2019,10/18/2019,0,-2008.65, ,Success,Added successfully,
003851.083,0,NULL,2015-06-15T00:00:00,2015-07-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.083,Admin,Funds have been modified to match the amount billed and paid to the client. ,10/18/2019,10/18/2019,0,-1516.64, ,Success,Added successfully,
003851.084,0,NULL,2015-07-01T00:00:00,2015-08-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.084,Admin,Funds have been de-obligated in order to match the amount billed and paid by the client. ,10/18/2019,10/18/2019,0,-445.74, ,Success,Added successfully,
003851.086,0,NULL,2015-10-05T00:00:00,2015-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.086,Admin,NULL,10/18/2019,10/18/2019,0,-1868.03, ,Fail,Duplicate Mod Title,
003851.087,0,NULL,2015-11-02T00:00:00,2015-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.087,Admin,NULL,10/18/2019,10/18/2019,0,-1372.01, ,Fail,Duplicate Mod Title,
003851.088,0,NULL,2015-11-11T00:00:00,2015-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.089,0,NULL,2016-01-07T00:00:00,2016-02-28T00:00:00,0,3000.00, ,Success,Added successfully,
003851.090,0,NULL,2016-01-27T00:00:00,2016-02-28T00:00:00,0,3000.00, ,Success,Added successfully,
003851.090,1,Mod 1 adds $500.00.,10/18/2019,10/18/2019,0,500.00, ,Success,Added successfully,
003851.091,0,NULL,2016-02-22T00:00:00,2016-04-30T00:00:00,0,3000.00, ,Success,Added successfully,
003851.092,0,NULL,2016-02-29T00:00:00,2016-04-30T00:00:00,0,3000.00, ,Success,Added successfully,
003851.093,0,NULL,2016-05-05T00:00:00,2016-06-30T00:00:00,0,3000.00, ,Success,Added successfully,
003851.094,0,NULL,2016-06-10T00:00:00,2016-07-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.095,0,NULL,2016-06-30T00:00:00,2016-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.095,ADMIN,NULL,10/18/2019,10/18/2019,0,-1786.65, ,Fail,Duplicate Mod Title,
003851.096,0,NULL,2016-07-14T00:00:00,2016-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.096,ADMIN,NULL,10/18/2019,10/18/2019,0,-964.59, ,Fail,Duplicate Mod Title,
003851.097,0,NULL,2016-09-21T00:00:00,2016-10-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.098,0,NULL,2016-10-17T00:00:00,2016-11-30T00:00:00,0,3000.00, ,Success,Added successfully,
003851.099,0,NULL,2017-01-13T00:00:00,2017-03-31T00:00:00,0,5000.00, ,Success,Added successfully,
003851.100,0,NULL,2017-01-30T00:00:00,2017-03-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.101,0,NULL,2017-05-24T00:00:00,2017-07-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.102,0,NULL,2017-07-24T00:00:00,2017-08-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.103,0,NULL,2017-09-08T00:00:00,2017-10-31T00:00:00,0,3000.00, ,Success,Added successfully,
003851.104,0,NULL,2018-01-12T00:00:00,2018-03-31T00:00:00,0,5000.00, ,Success,Added successfully,
003851.85,0,NULL,2015-10-01T00:00:00,2015-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
003886.012,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
003886.013,0,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
003886.014,0,NULL,10/18/2019,10/18/2019,0,6790.00, ,Success,Added successfully,
003886.015,NULL,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
003905.005,0,NULL,2011-09-20T00:00:00,2014-12-31T00:00:00,0,500000.00, ,Success,Added successfully,
003905.005,1,"Final Deobligation, Checklist & PSR",10/18/2019,10/18/2019,0,-331002.01, ,Success,Added successfully,
003957.001,0,NULL,2008-06-09T00:00:00,2010-06-11T00:00:00,0,30731.00, ,Success,Added successfully,
003957.002,0,NULL,2012-06-07T00:00:00,2012-12-30T00:00:00,0,4853.28, ,Success,Added successfully,
003957.003,0,NULL,2014-07-08T00:00:00,2014-07-31T00:00:00,0,3852.45, ,Success,Added successfully,
005020,0,NULL,2007-05-01T00:00:00,2008-08-30T00:00:00,0,493646.79, ,Success,Added successfully,
005020,2,NULL,2007-05-01T00:00:00,2010-10-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005020,3,NULL,2007-05-01T00:00:00,2012-03-12T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005021,0,Delivery Order 17,2007-05-07T00:00:00,2007-11-08T00:00:00,0,834206.55, ,Success,Added successfully,
005021,1,NULL,2007-05-07T00:00:00,2007-11-08T00:00:00,0,177845.00, ,Success,Added successfully,
005021,2,NULL,2007-05-07T00:00:00,2009-10-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005021,3,NULL,2007-05-07T00:00:00,2010-10-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005021,4,NULL,2007-05-07T00:00:00,2011-12-31T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005027,0,Delivery Order 23,2008-06-30T00:00:00,2018-07-01T00:00:00,0,3625899.00, ,Success,Added successfully,
005027,1,Incorporates the milestone payment schedule,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005032,0,Delivery Order 0029  ,2008-09-26T00:00:00,2010-10-31T00:00:00,0,175992.07, ,Success,Added successfully,
005032,1,NULL,2008-09-26T00:00:00,2011-04-01T00:00:00,0,0, ,Success,Added successfully,
005032,2,NULL,2008-09-26T00:00:00,2012-07-03T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005032,3,NULL,2008-09-26T00:00:00,2013-03-30T00:00:00,0,-94181.37, ,Fail,Duplicate Mod Title,
005032,Close Out,Release of Claims and Project Closeout Form,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005328,0,43763-028-06,2011-10-01T00:00:00,2013-09-30T00:00:00,0,0, ,Success,Added successfully,
005509,0,NULL,2009-01-16T00:00:00,2010-02-15T00:00:00,0,331539.00, ,Success,Added successfully,
005511,0,NULL,2009-02-01T00:00:00,2010-01-31T00:00:00,0,96300.00, ,Success,Added successfully,
005511,1,NULL,10/18/2019,10/18/2019,0,0, ,Fail,Duplicate Mod Title,
005511,2,Changes Tech Rep and schedule of Labor rates,2009-02-01T00:00:00,2010-01-31T00:00:00,0,0, ,Success,Added successfully,
005511,4,NULL,2009-02-01T00:00:00,2011-11-30T00:00:00,0,99275.00, ,Fail,Duplicate Mod Title,
005511,5,NULL,10/18/2019,10/18/2019,0,55000.00, ,Fail,Duplicate Mod Title,
005511,6,adds labor categories,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005511,7,Changes contract administrator,2009-02-01T00:00:00,2012-09-30T00:00:00,0,50000.00, ,Success,Added successfully,
005512,1, Makes administrative changes,2009-02-27T00:00:00,2009-04-30T00:00:00,0,0, ,Success,Added successfully,
005512,10, ,2009-02-27T00:00:00,2012-09-30T00:00:00,,NULL, ,Fail,Mod title is empty,
005512,11, (505) 664-0023,10/18/2019,10/18/2019,0,139927.00, ,Success,Added successfully,
005512,2, Adds labor categories,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005512,4, ,2009-02-27T00:00:00,2009-08-30T00:00:00,,287844.00, ,Fail,Mod title is empty,
005512,5, ,2009-02-27T00:00:00,2010-09-30T00:00:00,,NULL, ,Fail,Mod title is empty,
005512,6, Administrative mod,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005512,7, Changes contract administrator,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005512,8, ,NULL,NULL,,621015.00, ,Fail,Mod title is empty,
005512,9, ,2009-07-27T00:00:00,2011-09-30T00:00:00,,NULL, ,Fail,Mod title is empty,
005513,0,WQ MSGP,2009-09-15T00:00:00,2010-10-31T00:00:00,0,67353.00, ,Success,Added successfully,
005513,1, Revises scope of work and technical specifications,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005513,2, Makes administrative changes,2009-09-15T00:00:00,2011-11-30T00:00:00,0,0, ,Success,Added successfully,
005513,3, Adds subcontractor Leslie Dale,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005513,4,NULL,10/18/2019,10/18/2019,0,80000.00, ,Success,Added successfully,
005513,5, Changes contract administrator,2009-09-15T00:00:00,2012-09-30T00:00:00,0,80000.00, ,Success,Added successfully,
005515,0,PRID's Project Reviews,2009-10-01T00:00:00,2010-10-31T00:00:00,0,59948.00, ,Success,Added successfully,
005515,1, Makes administrative changes,2009-10-01T00:00:00,2011-11-30T00:00:00,0,0, ,Success,Added successfully,
005515,2,NULL,10/18/2019,10/18/2019,0,74997.00, ,Success,Added successfully,
005515,3,NULL,10/18/2019,10/18/2019,0,146100.00, ,Fail,Duplicate Mod Title,
005515,4, Changes contract administrator,2009-10-01T00:00:00,2012-09-30T00:00:00,0,50000.00, ,Success,Added successfully,
005515,5,Final Release ,2009-10-01T00:00:00,2011-11-30T00:00:00,0,0, ,Success,Added successfully,
005517,0,TA-21 ARRA IH and ENV Task Support,2010-05-04T00:00:00,2011-05-03T00:00:00,0,324072.00, ,Success,Added successfully,
005517,2," changes contract administrator, adds additional wording for ARRA",10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005517,3,NULL,2010-05-04T00:00:00,2011-09-30T00:00:00,0,0, ,Success,Added successfully,
005517,4,NULL,2010-05-04T00:00:00,2012-09-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005517,5, Changes contract administrator,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005518,0,"59310-018-10, ARRA NPDES General Permin/SWPP",2010-09-21T00:00:00,2011-01-15T00:00:00,0,50000.00, ,Success,Added successfully,
005518,1,59310-018-10 Revises rate table and general conditions for ARRA and changes contract administrator,2010-09-21T00:00:00,2011-11-30T00:00:00,0,0, ,Success,Added successfully,
005518,2,59310-018-10 adds labor categories,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005518,3,59310-018-10 ,2010-09-21T00:00:00,2012-09-30T00:00:00,0,0, ,Success,Added successfully,
005603.001,0,"LANL AQ, NSR",2007-12-01T00:00:00,2008-11-30T00:00:00,0,167069.00, ,Success,Added successfully,
005603.001,1,"Updates rates, NSR",2007-12-01T00:00:00,2009-11-30T00:00:00,0,126663.00, ,Success,Added successfully,
005603.006,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005603.007,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005606.002,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005606.006,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005606.007,missing,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005607,0, ,2009-06-22T00:00:00,2010-06-21T00:00:00,,10143.00, ,Fail,Mod title is empty,
005607,1, ,2009-06-22T00:00:00,2011-06-21T00:00:00,,NULL, ,Fail,Mod title is empty,
005607,2, ,2009-06-22T00:00:00,2011-06-21T00:00:00,,29574.00, ,Fail,Mod title is empty,
005607,3, ,2009-06-22T00:00:00,2011-09-30T00:00:00,,25974.00, ,Fail,Mod title is empty,
005607,4, ,2009-06-22T00:00:00,2012-06-30T00:00:00,,175000.00, ,Fail,Mod title is empty,
005607,5, (505) 667-2956,2009-06-22T00:00:00,2012-09-30T00:00:00,0,0, ,Success,Added successfully,
005607,6, (505) 667-2956,2009-06-22T00:00:00,2012-09-30T00:00:00,0,136000.00, ,Fail,Duplicate Mod Title,
005608,0, ,2009-12-22T00:00:00,2010-12-31T00:00:00,,194990.00, ,Fail,Mod title is empty,
005608,1, ,2009-12-22T00:00:00,2011-12-31T00:00:00,,25000.00, ,Fail,Mod title is empty,
005608,2, ,2009-12-22T00:00:00,2012-01-31T00:00:00,,219699.00, ,Fail,Mod title is empty,
005608,3, (505) 665-6093,2009-12-22T00:00:00,2012-09-30T00:00:00,0,195889.00, ,Success,Added successfully,
005608,4, (505) 667-2956,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005609,0, ,2010-02-09T00:00:00,2010-12-31T00:00:00,,233929.00, ,Fail,Mod title is empty,
005609,1, ,2010-02-09T00:00:00,2011-11-30T00:00:00,,150000.00, ,Fail,Mod title is empty,
005609,2, ,2010-02-09T00:00:00,2012-09-30T00:00:00,,199000.00, ,Fail,Mod title is empty,
005609,3, (505) 667-2956,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
005610,0,59319-010-10 ,2010-04-08T00:00:00,2010-11-30T00:00:00,0,272025.00, ,Success,Added successfully,
005610,1,59319-010-10 ,10/18/2019,10/18/2019,0,290000.00, ,Fail,Duplicate Mod Title,
005610,2,59319-010-10 ,2010-04-08T00:00:00,2012-09-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
005610,3,59319-010-10 (505) 665-6093,10/18/2019,10/18/2019,0,294817.00, ,Success,Added successfully,
005610,4, (505) 667-2956,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
006000,0,Master Task Agreement,2008-07-28T00:00:00,2013-09-30T00:00:00,0,2500.00, ,Success,Added successfully,
007012.001,0,NULL,2008-10-28T00:00:00,2010-12-31T00:00:00,0,10000.00, ,Success,Added successfully,
007012.001,1,NULL,10/18/2019,10/18/2019,0,10000.00, ,Fail,Duplicate Mod Title,
007012.001,2,"Mod 2 corrects Dashboard to match Costpoint and adds 10,000.00 for 2014 work.",2014-03-14T00:00:00,2014-12-31T00:00:00,0,65000.00, ,Success,Added successfully,
007012.001,Admin,NULL,10/18/2019,10/18/2019,0,-772.34, ,Fail,Duplicate Mod Title,
007012.002,2,"Mod 2 corrects Dashboard to match Costpoint and adds $10,000.00 for 2014.",2013-01-01T00:00:00,2014-12-31T00:00:00,0,14500.00, ,Success,Added successfully,
007012.002,3 & 4,"Moods 3 & 4 deletes $10,000.00 from Task 2 and moves $7,000.00 to Task 3 and $3,000.00 to Task 4.",10/18/2019,10/18/2019,0,-10000.00, ,Success,Added successfully,
007012.003,3 ,"Mod 3 adds $7,000.00.",2015-03-25T00:00:00,2015-12-31T00:00:00,0,7000.00, ,Success,Added successfully,
007012.004,4,"Mod 4 adds $3,000.00",2015-03-25T00:00:00,2015-12-31T00:00:00,0,3000.00, ,Success,Added successfully,
010019.013,0,Delivery Order 13 (205) 595-8188,2012-01-02T00:00:00,2012-03-31T00:00:00,0,76648.68, ,Success,Added successfully,
010019.013,1,Final Closeout Documents,10/18/2019,10/18/2019,0,-68534.60, ,Success,Added successfully,
010019.014,0,(205) 595-8188,2012-04-01T00:00:00,2012-06-30T00:00:00,0,104100.00, ,Success,Added successfully,
010019.014,1,Final Release and Closeout Checklist,10/18/2019,10/18/2019,0,-89132.34, ,Success,Added successfully,
010019.015,0,Delivery Order 15 (205) 595-8188,2012-06-28T00:00:00,2012-06-28T00:00:00,0,103986.15, ,Success,Added successfully,
010019.015,1,Final Closeout Documents,10/18/2019,10/18/2019,0,-63224.93, ,Success,Added successfully,
010019.016,0,NULL,10/18/2019,10/18/2019,0,46140.50, ,Success,Added successfully,
010019.016,1,Final Closeout Documents,10/18/2019,10/18/2019,0,-29817.19, ,Success,Added successfully,
010019.017,0,NULL,10/18/2019,10/18/2019,0,73734.00, ,Success,Added successfully,
010019.017,1,Final Closeout Documents,10/18/2019,10/18/2019,0,-29811.20, ,Success,Added successfully,
010043,NULL,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010043.004,0, ,2011-10-20T00:00:00,2012-01-31T00:00:00,,57100.00, ,Fail,Mod title is empty,
010043.004,1, (208) 535-8247,2011-10-20T00:00:00,2012-05-31T00:00:00,0,10780.00, ,Success,Added successfully,
010043.005,0,NULL,10/18/2019,10/18/2019,0,5000.00, ,Success,Added successfully,
010043.005,1,Verbal authorization by Mike Arneson to chang POP through 12/31/13.,2012-08-27T00:00:00,2013-12-31T00:00:00,0,2500.00, ,Success,Added successfully,
010043.006,0,NULL,2012-11-30T00:00:00,2013-12-31T00:00:00,0,32272.00, ,Success,Added successfully,
010043.006,1,NULL,2012-11-30T00:00:00,2014-01-31T00:00:00,0,3600.00, ,Fail,Duplicate Mod Title,
010043.006,2,NULL,2012-11-30T00:00:00,2014-02-28T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010043.006,3,Admin mod - de-obligated funding to match what was billed and paid by the client,10/18/2019,10/18/2019,0,-2676.77, ,Success,Added successfully,
010043.007,0,NULL,10/18/2019,10/18/2019,0,2500.00, ,Success,Added successfully,
010043.007,1,NULL,10/18/2019,10/18/2019,0,6000.00, ,Fail,Duplicate Mod Title,
010043.007,2,"Received attached email request from Baker to add 4-5 hours for an additional task. Gary Mecham/PM instructed me to add $1,500.00 to the task and extend the POP to 2/15/13.    Verbal authorization by Mike Arneson to change POP through 12/31/13.",2013-01-14T00:00:00,2013-12-31T00:00:00,0,1500.00, ,Success,Added successfully,
010043.007,3,"admin mod, adjusted funded value to match what was billed and paid by client.",10/18/2019,10/18/2019,0,-2480.96, ,Success,Added successfully,
010043.008,0,NULL,2013-03-18T00:00:00,2013-06-28T00:00:00,,3000.00, ,Fail,Contract doesn't exist,
010043.009,0,NULL,2013-05-27T00:00:00,2014-02-28T00:00:00,0,5368.00, ,Success,Added successfully,
010043.009,1,This contract has been inactivated on the dashboard.,10/18/2019,10/18/2019,0,-671.28, ,Success,Added successfully,
010070,1,Amendment No. 1 extends the period of performance,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010070,2,Amendment 2 extends the period of performance  ,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010070,3,Mod ification No. 3 (Client Amendment 3) changes scope by adding TO3 and 4 plus increases funding,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010070,4,Modification 4 (Client Amendment 4) changes scope plus increases funding,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010070,5,Modification No. 5 (Client Amendment 5) extends the period of performance ,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010070,New,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010071,0,Edstone Arsenal Tedac EA,2009-04-01T00:00:00,2009-12-31T00:00:00,0,86784.00, ,Success,Added successfully,
010071,1,Edstone Arsenal Tedac EA,10/18/2019,10/18/2019,0,24968.00, ,Fail,Duplicate Mod Title,
010071,2,NULL,10/18/2019,10/18/2019,0,4320.00, ,Success,Added successfully,
010071,3,Internal Draft EA,2009-10-13T00:00:00,2010-03-20T00:00:00,0,7894.00, ,Success,Added successfully,
010071,4,Internal Draft EA,2009-10-13T00:00:00,2012-12-28T00:00:00,0,10970.00, ,Fail,Duplicate Mod Title,
010071,5,Redstone Arsenal,2009-10-13T00:00:00,2013-03-26T00:00:00,0,691.51, ,Success,Added successfully,
010071,6,Redstone Arsenal,10/18/2019,10/18/2019,0,2332.00, ,Fail,Duplicate Mod Title,
010071,7,Redstone Arsenal,10/18/2019,10/18/2019,0,8305.00, ,Fail,Duplicate Mod Title,
010071,8,"Mod 8 adds $3,500.00 and is the final mod.",10/18/2019,10/18/2019,0,3500.00, ,Success,Added successfully,
010079,1,"This first Modification was not present in the files from 2009.  There was confusion between task 0001 and 0005, BOTH at Salinas.  I believe Mod 7 for project 1498 is Mod 1 for 10079.",2009-03-31T00:00:00,2010-09-30T00:00:00,0,0, ,Success,Added successfully,
010079,2,Increase in Funding and POP Extension,2009-03-31T00:00:00,2011-09-22T00:00:00,0,150794.54, ,Success,Added successfully,
010079,3,POP Extension,2009-03-31T00:00:00,2012-03-31T00:00:00,0,0, ,Success,Added successfully,
010079,4/5,POP Extension - mod 5 corrected admin records on mod 4 (no change in contract),2012-03-31T00:00:00,2012-10-31T00:00:00,0,0, ,Success,Added successfully,
010079,6,"Add SOW, Increase Funding",10/18/2019,10/18/2019,0,20997.89, ,Success,Added successfully,
010079,7,Equitable Adjustment Mod,10/18/2019,10/18/2019,0,61421.70, ,Success,Added successfully,
010079,8,POP Extension,2012-10-31T00:00:00,2013-01-31T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010079,9,POP Extension,2013-01-31T00:00:00,2013-04-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010079,Award,Delivery Order 0005 ,2009-03-31T00:00:00,2010-03-30T00:00:00,0,210337.79, ,Success,Added successfully,
010079,Close out,Release of Claims and Project Closeout form for 10079.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010152.001,0,NULL,2009-07-01T00:00:00,2010-07-01T00:00:00,0,15827.00, ,Success,Added successfully,
010152.001,1,Final Release & Closeout,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010163,0,Delivery Order 0006 ,2009-07-08T00:00:00,2010-07-07T00:00:00,0,124496.00, ,Success,Added successfully,
010163,1,Delivery Order 0006 Makes administrative changes,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010163,2,Delivery Order 0006 ,2009-07-08T00:00:00,2011-02-16T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010163,3,Delivery Order 0006 ,2009-07-08T00:00:00,2011-04-17T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010163,4,Delivery Order 0006 ,2009-07-08T00:00:00,2011-11-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010163,5,Delivery Order 0006 ,2009-07-08T00:00:00,2012-04-20T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010163,6,Delivery Order 0006 719-556-4060,2009-07-08T00:00:00,2012-05-20T00:00:00,0,0, ,Success,Added successfully,
010163,7,Delivery Order 0006 (719) 556-4060,2009-07-08T00:00:00,2012-06-29T00:00:00,0,0, ,Success,Added successfully,
010163,8,Delivery Order 0006 (719) 556-4060,2009-07-08T00:00:00,2012-07-30T00:00:00,0,0, ,Fail,Duplicate Mod Title,
010174,0,HSCG50-09-J-6XA004 ,2008-01-31T00:00:00,2012-11-19T00:00:00,0,139972.00, ,Success,Added successfully,
010174,0,NULL,10/18/2019,10/18/2019,0,0, ,Success,Updated successfully,
010174,1,NULL,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010174,2,Incorporates Employment Eligibility Verification clause,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010174,3,Change to invoice submission process,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
010174,4,Changes Completion Date,2012-11-19T00:00:00,2013-05-18T00:00:00,0,0, ,Success,Added successfully,
010174.014,0,NULL,2012-04-25T00:00:00,2012-08-08T00:00:00,0,327255.16, ,Success,Added successfully,
010174.015,0, ,2012-06-11T00:00:00,2012-12-30T00:00:00,,36642.69, ,Fail,Mod title is empty,
010174.015,1, ,NULL,NULL,,429216.87, ,Fail,Mod title is empty,
010174.016,0, ,2012-06-25T00:00:00,2012-12-30T00:00:00,,208094.06, ,Fail,Mod title is empty,
