FarClauseGuid,Number,Title,Paragraph,UpdatedBy,IsDeleted
A4B01D26-E9A9-4122-A011-344854E98000,52.230-1,Cost Accounting Standards Notices and Certification.,30.201-3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
37B6B899-DF68-4AD1-ACDF-34A42F6D1D59,52.219-21,Small Business Size Representation for Targeted Industry Categories under the Small Business Competitiveness Demonstration Program.,19.1008(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E6AFDC41-EA93-4FC1-AD46-3519BD033CC5,52.232-23,Assignment of Claims.-Alternate I,32.806(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E92A1774-7ED0-432A-B1BA-3529CA2173BA,52.219-23,Notice of Price Evaluation Adjustment for Small Disadvantaged Business Concerns.-Alternate II,19.1104,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A6C61FA1-1383-49E9-9DC3-35A1C7A25FFB,52.211-17,Delivery of Excess Quantities.,11.703(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
87E2D75B-55BB-462D-BCCE-36C8F35D6FFD,52.227-1,Authorization and Consent.-Alternate II,27.201-2(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
091436B5-6A80-4472-A2E7-36C9A6BA7145,52.209-3,First Article Approval—Contractor Testing.,9.308-1(a)(1) and (b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D868C40C-1713-45B4-94A6-36F156B07719,52.230-6,Administration of Cost Accounting Standards.,30.201-4(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2F64357F-02DD-4762-A763-372017770ED3,52.227-14,Rights in Data—General.-Alternate IV,27.409(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
66321088-3B86-4960-B316-374613520690,52.222-7,Withholding of Funds.,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F1F0F976-528D-493D-8107-379F7C9AAD57,52.222-9,Apprentices and Trainees.,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4E57B6C6-893F-4E76-A14C-37CB30D2FA6A,52.229-8,Taxes—Foreign Cost-Reimbursement Contracts.,29.402-2(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A9D3D9B7-EF52-4C99-B9A2-380988B03AB2,52.251-2,Interagency Fleet Management System Vehicles and Related Services.,51.205,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
099758AC-7205-4F6F-A61E-3809AF50D710,52.245-14,Use of Government Facilities.,45.302-7(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9C260BEC-E301-4E3D-BAD6-397C85DC10FF,52.252-5,Authorized Deviations in Provisions.,52.107(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DADB2BA0-E99F-4F6E-85EF-399DB8D8E0EC,52.222-21,Prohibition of Segregated Facilities.,22.810(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FB3F9443-7AA9-4A6B-AC77-3AB64E72316F,52.244-5,Competition in Subcontracting.,44.204(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A4D60859-9948-43B6-9C2B-3AD0CDE6DCAB,52.219-23,Notice of Price Evaluation Adjustment for Small Disadvantaged Business Concerns.-Alternate I,19.1104,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E1CA1054-AF1D-42DB-BF1B-3C65A21D8E2F,52.216-21,Requirements.-Alternate I,16.506(d)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B0899A82-DFEE-48BE-AAB1-3C73CB22F073,52.211-4,"Availability for Examination of Specifications Not Listed in the GSA Index of Federal Specifications, Standards and Commercial Index Descriptions.",11.204(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7C52C15D-8B97-4823-B5AD-3CAB05F947CB,52.247-49,Destination Unknown.,47.305-5(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2FF4B4D7-F098-4D5A-8ECD-3CBB7ECA6058,52.232-5,Payments under Fixed-Price Construction Contracts.,32.111(a)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
592C666B-2CDC-4CE7-B86C-3CD5A1BAC2F6,52.249-12,Termination (Personal Services).,49.505(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9F1313DD-E684-4360-BE25-3D4AF8534EC8,52.227-13,Patent Rights—Acquisition by the Government.-Alternate II,27.303(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A4FE0AF9-9936-400B-A34C-3D73E1939D5F,52.223-3,Hazardous Material Identification and Material Safety Data.-Alternate I,23.303(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
86918A20-780E-4C90-B222-3DAAA0B09162,52.228-2,Additional Bond Security.,28.106-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
00959C48-BC9C-433E-BB6C-3DAFC37BEEAA,52.214-12,Preparation of Bids.,14.201-6(f),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1DFFD630-922F-4C56-803A-3EB78E1D49DB,52.232-4,Payments under Transportation Contracts and Transportation-Related Services Contracts.,32.111(a)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B9AC4571-5488-4B68-B2A3-3FF28550D257,52.211-9,Desired and Required Time of Delivery.-Alternate II,11.404(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FC884459-0DF2-41AD-BBCD-40361ED48965,52.241-10,Termination Liability.,41.501(d)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3ECBFE47-FD6D-4D8A-A13C-40F871724DCB,52.249-6,Termination (Cost-Reimbursement).-Alternate I,49.503(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3C113B96-D63B-40C6-898A-41F6CFC0A3C1,52.222-19,Child Labor—Cooperation with Authorities and Remedies.,22.1505(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
66961441-099F-425B-AA7D-421C78AF0152,52.222-38,Compliance with Veterans’ Employment Reporting Requirements.,22.1310(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FB00D1C9-33BF-4665-ABE0-422DB0386F17,52.252-6,Authorized Deviations in Clauses.,52.107(f),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
56AC981A-B423-486E-9914-428B3F5B28C4,52.247-13,Accessorial Services—Moving Contracts.,47.207-5(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2DFC215F-64B6-4FA3-81DB-428F55F1E492,52.236-25,Requirements for Registration of Designers.,36.609-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1E13EB80-1246-4C90-B20F-42DF2A3CF6DC,52.232-25,Prompt Payment.,32.908(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FDDBE663-DB90-4CBC-AB79-43170EEF7E11,52.247-61,F.o.b. Origin—Minimum Size of Shipments.,47.305-16(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CA03E387-AB88-42CF-A74A-43AE20FC268D,52.215-8,Order of Precedence—Uniform Contract Format.,15.209(h),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FBF1C04F-F9AF-4B4A-AA86-43FB053F846F,52.222-50,Combating Trafficking in Persons.,22.1705,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
806DEF5E-069B-40FD-A9B6-440AD6370625,52.243-7,Notification of Changes.,43.107,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3A34A81F-D77A-4246-8C45-441E7A50E3C1,52.208-9,Contractor Use of Mandatory Sources of Supply or Services.,8.004,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1ED8FE63-BE8B-402A-B107-4481870C13E3,52.247-1,Commercial Bill of Lading Notations.,47.104-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DB808C3A-206F-461A-A5E3-44B0EA167243,52.222-35,"Equal Opportunity for  Special Disabled Veterans, Veterans of the Vietnam Era, and Other Eligible Veterans.-Alternate I",22.1308(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2F667C83-E9CC-479E-81C7-45492D8A5013,52.214-28,Subcontractor Cost or Pricing Data—Modifications—Sealed Bidding.,14.201-7(c)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C835A20C-9351-499A-9CD1-458758C268D9,52.214-29,Order of Precedence—Sealed Bidding.,14.201-7(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8E442520-3DDF-43E7-B968-458C1C34CE73,52.246-8,Inspection of Research and Development—Cost Reimbursement.-Alternate I,46.308,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9E292ECF-CDC4-45FE-B41C-461CA88AFA18,52.214-23,"Late Submissions, Modifications, and Withdrawals of Technical Proposals under Two-Step Sealed Bidding.",14.201-6(r),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
67248B1B-77B1-48E7-89EE-46C55447B3AF,52.227-21,"Technical Data Declaration, Revision, and Withholding of Payment—Major Systems.",27.409(q),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E207DE3A-B937-4B90-B451-4732BDFB4281,52.245-19,Government Property Furnished “As Is.”,45.308-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C371CF18-6E47-4275-B386-4846D43D5C02,52.232-7,Payments under Time-and-Materials and Labor-Hour Contracts.-Alternate I,32.111(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6D21CDCE-59DB-4AAE-8F8D-48620E9F0352,52.246-15,Certificate of Conformance.,46.315,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3839DE2E-8CE0-4290-896A-48B2F4D66D4B,52.227-12,Patent Rights—Retention by the Contractor (Long Form).-Alternate I,27.303(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B1939427-8FED-41A2-B7BD-48E050485024,52.236-19,Organization and Direction of the Work.,36.519,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
15E040C6-6A5B-4156-8791-496308BFF735,52.222-5,Davis-Bacon Act—Secondary Site of the Work.,22.407(h),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
33E21323-BD9B-4E8C-A1D0-4A7710494F9F,52.246-7,Inspection of Research and Development—Fixed Price.,46.307(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B1F523E1-BBB9-439A-92C8-4AB46FE513FE,52.247-19,Stopping in Transit for Partial Uploading.,47.207-6(c)(5)(ii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A1D16365-31AC-4F95-B389-4ADAD1C3AE2A,52.222-44,Fair Labor Standards Act and Service Contract Act—Price Adjustment.,22.1006(c)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1BADE100-ED16-485A-AF07-4B8342AECD83,52.247-32,"F.o.b. Origin, Freight Prepaid.",47.303-4(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
485D4BCC-1531-4F12-B8FF-4B9E63553659,52.236-24,Work Oversight in Architect-Engineer Contracts.,36.609-3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3A025ECF-BA2C-4F75-BBBF-4C2C868F1F33,52.247-62,Specific Quantities Unknown.,47.305-16(d)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2D8F99E3-308D-490C-B2FF-4C5D23DC5560,52.245-12,Contract Purpose (Nonprofit Educational Institutions).,45.302-7(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0D14D757-189D-4698-A8CC-4D2C8B48C5F1,52.233-3,Protest after Award.,33.106(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
08D3A5D7-E6CF-433D-BF12-4DD226255C0E,52.227-14,Rights in Data—General.-Alternate I,27.409(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0AAD6FE0-E888-407A-ACC9-4F3D49721B98,52.216-18,Ordering.,16.506(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
347E67AA-7FBF-40AA-9058-50A4F4E27567,52.232-19,Availability of Funds for the Next Fiscal Year.,32.705-1(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1A01B924-D087-4772-962B-50E05FB34673,52.241-12,"Nonrefundable, Nonrecurring Service Charge.",41.501(d)(6),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
39CC3B24-F376-41DA-A06B-51326D17E052,52.228-1,Bid Guarantee.,28.101-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
AD703D9D-5460-4812-B951-51418A66D685,52.249-6,Termination (Cost-Reimbursement).-Alternate II,49.503(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B58419E7-368C-4C39-9C42-51A1A0436AD5,52.237-7,Indemnification and Medical Liability Insurance.,37.403,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F4F9D22A-2E89-4636-A364-51E1935972E8,52.219-16,Liquidated Damages—Subcontracting Plan.,19.708(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CDD59CB2-0B47-409A-BDFE-52299042E4B6,52.211-6,Brand Name or Equal.,11.107(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5EE7602E-D448-410D-815D-5279DEDE14BA,52.227-14,Rights in Data—General.-Alternate V,27.409(f),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8FC38D7A-7C73-4374-9F9E-537587DD0AC1,52.232-23,Assignment of Claims.,32.806(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DC45A5ED-3B3C-4A88-B79F-5391CDD65DC5,52.236-27,Site Visit (Construction).-Alternate I,36.523,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5DFF9A8B-4ACE-4B57-B3D1-53C1C14B317A,52.247-10,Net Weight—General Freight.,47.207-4(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8FE9E97C-5D37-4E68-ADD2-53FAD497084B,52.225-4,Buy American Act—Free Trade Agreements—Israeli Trade Act Certificate.-Alternate I,25.1101(b)(2)(ii),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4546209B-1A90-4AE0-AB75-545A94EBC269,52.249-10,Default (Fixed-Price Construction).,49.504(c)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
EF7A1B6D-B2C9-4971-B827-54861ED21859,52.245-2,Government Property (Fixed-Price Contracts).-Alternate II,45.106(b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
296FA069-2DC5-4CDD-B472-55032DF79F6A,52.249-14,Excusable Delays.,49.505(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C610C1A0-19B0-4E74-8DAD-569320E0C6BA,52.228-10,Vehicular and General Public Liability Insurance.,28.313(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7F8EF8E6-2956-480E-8FA8-56DAF39445CB,52.248-1,Value Engineering.-Alternate I,48.201(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E4C4D68D-2440-4EDB-B825-56EAF3045507,52.243-4,Changes.,43.205(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9451DF54-05EC-45EB-B50F-56FD56521121,52.230-4,Consistency in Cost Accounting Practices.,30.201-4(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E4BB90E9-83E8-42C8-AC17-570D61173990,52.214-4,False Statements in Bids.,14.201-6(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9C9719B3-9C20-47A7-9091-57A819A45CC7,52.247-55,F.o.b. Point for Delivery of Government-Furnished Property.,47.305-12(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C865C69D-8B6A-42AE-893A-57FCC5D7E783,52.223-3,Hazardous Material Identification and Material Safety Data.,23.303,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0697F115-A2C5-401D-A782-5834A44C6E03,52.213-2,Invoices.,13.302-5(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C68255EB-7F82-4A6E-BC7D-583A51F2FB0F,52.247-11,Net Weight—Household Goods or Office Furniture.,47.207-4(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
87B7D542-28FF-4ED1-AC1D-58B85F50EA0C,52.216-25,Contract Definitization. (See Note 1.)-Alternate I,16.603-4(b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
91BF7B94-54DD-4BCA-B339-58B96ED3E3CC,52.232-9,Limitation on Withholding of Payments.,32.111(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8F96B32F-7F3B-4E2F-B677-58C6C2A2FC38,52.215-15,Pension Adjustments and Asset Reversions.,15.408(g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
EE8E2412-F25F-43B3-A722-58F909AEE301,52.219-24,Small Disadvantaged Business Participation Program—Targets.,19.1204(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A794FA45-4E56-45D6-9B1A-594038D9056B,52.245-5,"Government Property (Cost-Reimbursement, Time-and-Material or Labor-Hour Contracts).",45.106(f)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C19570F3-8D22-48E5-BFF4-5959C24C1CD4,52.216-9,Fixed Fee—Construction.,16.307(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FB2B2B84-29E5-4203-B69F-599081F245AC,52.247-45,F.o.b. Origin and/or F.o.b. Destination Evaluation.,47.305-2(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0DE5218B-2B1E-4380-9218-59AB714D979C,52.236-26,Preconstruction Conference.,36.522,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F4E19E77-56A4-4A3C-973E-59FEFE242D8C,52.237-3,Continuity of Services.,37.110(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3EAEA8FC-841D-491A-B58C-5A5EFE6DC75F,52.214-21,Descriptive Literature.-Alternate I,14.201-6(p)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
810BC0AE-675F-4CA7-B5A7-5A68083B7779,52.229-2,North Carolina State and Local Sales and Use Tax.,29.401-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C658D5EB-B77B-4930-9ABC-5AE098891F6D,52.249-3,"Termination for Convenience of the Government (Dismantling, Demolition, or Removal of Improvements).-Alternate I",49.502(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BFD8D564-D293-4648-B271-5AF5CCBD6962,52.243-1,Changes—Fixed Price.-Alternate III,43.205(a)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FAF82DD2-5BCC-4309-BBD5-5B52E3DA47BE,52.217-4,Evaluation of Options Exercised at Time of Contract Award.,17.208(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0A384971-0629-4F7C-812C-5B8ED3D909F0,52.247-5,Familiarization with Conditions.,47.207-1(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E083AE07-D1DB-4659-83D8-5B9F382ECA0A,52.202-1,Definitions.,2.201,920EA36E-911C-4345-8BE5-29C190C8E5C5,0
4C6306C1-A1B0-4937-A607-5C219A31946B,52.249-7,Termination (Fixed-Price Architect-Engineer).,49.503(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5BE62FD5-C957-4159-8010-5C640CA5E7C7,52.214-10,Contract Award—Sealed Bidding.,14.201-6(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1BF2E512-7F6D-4232-A6CA-5CAA434DD62B,52.227-10,Filing of Patent Applications—Classified Subject Matter.,27.207-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F119CBA5-F43D-460A-95BD-5CD3007D48D2,52.225-6,Trade Agreements Certificate.,25.1101(c)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
23AA3272-0F38-42B0-B75E-5E2D3592D83C,52.241-1,Electric Service Territory Compliance Representation.,41.501(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6D3FDFF1-51C9-4973-81F6-5E446AF26475,52.232-38,Submission of Electronic Funds Transfer Information with Offer.,32.1110(g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6CEC1264-2477-4C62-AA93-5E4DE36E5CEA,52.216-19,Order Limitations.,16.506(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DDAFA400-6A66-472D-818D-5E55F7A9514E,52.227-12,Patent Rights—Retention by the Contractor (Long Form).-Alternate II,27.303(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
44B2047A-893A-4CBD-9FCB-5E85DFB9E660,52.216-12,Cost-Sharing Contract—No Fee.-Alternate I,16.307(f)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
521F4C6E-A09B-4431-9CCF-5EA01D704D0C,52.228-12,Prospective Subcontractor Requests for Bonds.,28.106-4(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8AB17E6C-4872-4F1C-B5ED-5EB7F7829AD6,52.227-3,Patent Indemnity.-Alternate II,27.203-2(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7CA455D4-7ED8-439A-80F4-5F1CE4AD86AA,52.215-9,Changes or Additions to Make-or-Buy Program.,15.408(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F38F243D-2309-4C07-8834-5F41A0A3F218,52.223-5,Pollution Prevention and Right-to-Know Information.,23.1005,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
86A3EC66-0438-4DA1-A550-5FC3DA1859AA,52.232-37,Multiple Payment Arrangements.,32.1110(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6049299B-792E-4E2E-883E-5FC7BF8B6BA6,52.246-21,Warranty of Construction.,46.710(e)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5463371D-8A3E-4D16-8A8D-5FD7F7F0D728,52.216-1,Type of Contract.,16.105,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
457089FB-B65A-4856-AEB2-5FE613C4ADB8,52.215-1,Instructions to Offerors—Competitive.-Alternate I,15.209(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E982B0B8-5B7B-4A15-95BC-604EBAE858F2,52.247-34,F.o.b. Destination.,47.303-6(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
58763E52-AF1A-43FA-9973-60B5283C2250,52.246-1,Contractor Inspection Requirements.,46.301,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6C96DBAA-6EE6-422F-97C3-60F3B19DC3A3,52.249-10,Default (Fixed-Price Construction).-Alternate I,49.504(c)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DCF69C32-6B18-44CE-8202-613A4CDA66E2,52.225-12,Notice of Buy American Act Requirement—Construction Materials under Trade Agreements.,25.1102(d)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5C1EB4AF-F1CB-4CE0-AEA1-613CBB68B874,52.243-1,Changes—Fixed Price.-Alternate II,43.205(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F2B99E79-CD3A-49EF-AA65-61DC4E1AD277,52.245-5,"Government Property (Cost-Reimbursement, Time-and-Material or Labor-Hour Contracts).-Alternate I",45.106(f)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BE7C878D-894C-4C38-80EC-623C779B993E,52.211-18,Variation in Estimated Quantity.,11.703(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
893F5671-D34A-49ED-A99F-6251277C15ED,52.216-10,Incentive Fee.,16.307(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B9F3C53C-674D-4419-953C-625CA1B2465D,52.242-14,Suspension of Work.,42.1305(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6C31092F-6186-45BB-A398-62879E17F95C,52.214-24,Multiple Technical Proposals.,14.201-6(s),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5B0C9280-0F37-4EE9-91C5-62911C15B458,52.222-8,Payrolls and Basic Records.,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
694EE906-059F-4F53-AE46-62A1555CFBC7,52.225-4,Buy American Act—Free Trade Agreements—Israeli Trade Act Certificate.,25.1101(b)(2)(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6FC4BD99-FA74-484F-BBBE-62E8F7099594,52.241-13,Capital Credits.,41.501(d)(7),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3E4007C2-0575-4CF9-BDA0-6355CE30778D,52.216-4,Economic Price Adjustment—Labor and Material.,16.203-4(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DC464266-EF9F-4391-8697-636C78DD3255,52.225-1,Buy American Act—Supplies.,25.1101(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C8AAEA95-D7D2-4CC6-B23C-63C69DB95547,52.247-51,Evaluation of Export Offers.-Alternate III,47.305-6(e)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1F09B157-CDD1-4AF8-B963-63ECD4071666,52.214-27,Price Reduction for Defective Cost or Pricing Data—Modifications—Sealed Bidding.,14.201-7(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3565D915-5A82-4706-90F4-63FADA51F7EE,52.214-3,Amendments to Invitations for Bids.,14.201-6(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BBCB44D9-14B7-494E-B235-6470C4E46BAD,52.226-3,Disaster or Emergency Area Representation.,26.203(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1239A8D4-A0FE-4EB9-BF22-64892B8BB419,52.232-11,Extras.,32.111(c)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
62AB1D46-A7E2-4F72-94EF-648A68BE28E2,52.227-5,Waiver of Indemnity.,27.203-6,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2C445954-3ECB-4AAA-98A0-64AA7E61CD5C,52.247-27,Contract Not Affected by Oral Agreement.,47.207-8(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2EAC11CC-C78B-4610-8090-64F648823F90,52.222-46,Evaluation of Compensation for Professional Employees.,22.1103,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
536B8D8C-7DCA-4E07-8174-654C36BD6F0E,52.208-6,Marking of Leased Vehicles.,8.1104(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C04DA960-1370-4D9B-94A6-658838A9E706,52.227-4,Patent Indemnity—Construction Contracts.,27.203-5,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D68D7179-618C-4051-84B6-65D29076C137,52.203-2,Certificate of Independent Price Determination.,3.103-1,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D2663D02-06E0-4069-8EE5-66933CFE10A6,52.204-4,Printed or Copied Double-Sided on Recycled Paper.,4.303,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
