NAICSGuid,Code,Title
{4D48106B-B1FD-481C-92E5-2340B4945D67},814110,Private Households
{9D484561-3755-45C8-8C64-235D1067D622},561421,Telephone Answering Services
{C54143F4-D789-46D8-981B-237F9FC31813},442291,Window Treatment Stores
{14A78C16-2315-49E1-8997-2385FDD0564A},11291,Apiculture
{B12BC264-0ED7-4381-BE1B-24056E219D44},517410,Satellite Telecommunications
{2ECAD50A-F950-47C1-812F-24817711E1E9},813212,Voluntary Health Organizations
{44317552-0543-41B5-958F-249B6D467A05},6214,Outpatient Care Centers
{36F5C336-5F15-4646-8429-249BF8C908F7},331511,Iron Foundries
{BFAE88BC-CEBB-4325-9718-24A8485EC764},541890,Other Services Related to Advertising
{A1CAE1B8-59EB-46EE-B41C-24B9D87D1E8F},561510,Travel Agencies
{933DAC2C-9E43-4170-AA8F-24D8D3995E23},531130,Lessors of Miniwarehouses and Self-Storage Units
{801218B9-E826-4A39-88FB-24F50D394739},713120,Amusement Arcades
{64EFC083-4C8A-476E-A7B2-24F5637B4044},332311,Prefabricated Metal Building and Component Manufac
{6636799B-06AA-45F2-92E0-24F7521310B7},6233,Continuing Care Retirement Communities and Assiste
{3083E9EE-1521-48BA-90FA-250BBE5C4C70},444,Building Material and Garden Equipment and Supplie
{46B5FC8F-425E-45D3-800C-250D2E26BCB0},4872,"Scenic and Sightseeing Transportation, Water"
{2D521459-6A4A-45EC-B63E-255D1C9A6108},62111,Offices of Physicians
{55CD5431-7F15-44E2-871B-2564B60C992D},32512,Industrial Gas Manufacturing
{F894528A-C73E-485C-982E-25687CDAA5DE},21239,Other Nonmetallic Mineral Mining and Quarrying
{BAE28AC7-9547-42F2-8E07-256AAAAD4B36},33792,Blind and Shade Manufacturing
{ACCBD957-D7DD-463B-B1E0-2596025C3DAE},541870,Advertising Material Distribution Services
{7E257E65-EBAC-4923-9228-25CBB21EF058},11115,Corn Farming
{95B47C44-FB12-4CBE-B388-2604E9D2A846},4242,Drugs and Druggists' Sundries Merchant Wholesalers
{0AF02795-A1B4-4637-BF10-260A26BFF29E},813110,Religious Organizations
{8A9F24C6-6C9C-4FE0-AB5D-2613452D9A01},4884,Support Activities for Road Transportation
{AF961BB9-7DC1-420E-8344-261F29BB868C},81321,Grantmaking and Giving Services
{5CB6C885-C092-4A41-A401-264AF35CA681},4854,School and Employee Bus Transportation
{F146C13F-6ACF-465A-A64E-264B2D1D982F},4931,Warehousing and Storage
{CF61891B-0D8F-4E89-9FD8-265198E0D4E4},61141,Business and Secretarial Schools
{D9E9F489-1102-4CA3-90DE-26525C4B5655},114119,Other Marine Fishing
{2BDB77CE-817D-4527-AADF-26543E53404C},5413,"Architectural, Engineering, and Related Services"
{45246E37-00D5-4305-AE53-265AC8CE504C},42495,"Paint, Varnish, and Supplies Merchant Wholesalers"
{BBA5A4DD-CCB6-4E3A-8CCC-26609BC3874F},483211,Inland Water Freight Transportation
{73D9A973-D556-424B-AE3C-2690D89AE0A5},333613,Mechanical Power Transmission Equipment Manufactur
{F603FABA-DA7B-43B7-B39C-26945408063C},311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing fr"
{DA4F0CAE-E048-4CE4-A97C-26994A8B2D0D},519,Other Information Services
{3535BC68-FD62-4785-945A-27185772DC34},54172,Research and Development in the Social Sciences an
{5B501443-3051-44EC-9DE2-276130511888},52411,"Direct Life, Health, and Medical Insurance Carrier"
{7102CE93-FC49-4F50-95C6-2767E81D04C7},331110,Iron and Steel Mills and Ferroalloy Manufacturing
{FF13FA87-2A29-44F1-A1E5-278F291EE4B4},32592,Explosives Manufacturing
{3CA9DA01-EF89-45B2-B0FD-27CB718B853C},4879,"Scenic and Sightseeing Transportation, Other"
{DA50F4F6-7D8D-4A0B-8775-27DAAE35820E},81341,Civic and Social Organizations
{877C25C2-2AF2-4A58-A0A2-2802D6F7A941},42371,Hardware Merchant Wholesalers
{D8ABD22B-50D7-46CE-A2C4-283CB90F8781},115116,Farm Management Services
{222F11F4-F271-4647-8025-2858E52DAE98},713930,Marinas
{218621C4-42CA-4622-9319-285F40E42B48},32731,Cement Manufacturing
{3A224100-D83F-4894-99D7-28A28565614A},42344,Other Commercial Equipment Merchant Wholesalers
{6646BA6C-A567-4FDE-A6F1-28A712946A1C},11251,Aquaculture
{D5836B48-DD59-4CCC-8CBA-28BDF506374F},62149,Other Outpatient Care Centers
{9F811352-BFE4-4E20-9C83-290F3587DD99},54131,Architectural Services
{E2C2118A-FF56-44E4-805A-292080D03377},315210,Cut and Sew Apparel Contractors
{98FCB563-AAC0-4708-8C19-2949DA8A6A48},45439,Other Direct Selling Establishments
{A435E542-B549-42D5-8232-2951899FB853},332999,All Other Miscellaneous Fabricated Metal Product M
{3E6B1F7C-F25E-45D8-9F30-296563DB0F38},53,Real Estate and Rental and Leasing
{2D919D94-16A9-4AD4-95F7-2987FB9349BA},488119,Other Airport Operations
{881F5794-D461-4635-9812-29907924D4D2},33599,All Other Electrical Equipment and Component Manuf
{4C82CF85-897C-4905-B01B-299D7ECE567B},81,Other Services (except Public Administration)
{7B4D9E30-4211-4D51-B478-29E298E1C8D3},42432,Men's and Boys' Clothing and Furnishings Merchant
{45AFFB38-515C-4B8D-86B5-29E9F6FCBC9A},331491,Nonferrous Metal (except Copper and Aluminum) Roll
{74DCE660-C46D-420C-B079-2A1E3367983D},56121,Facilities Support Services
{FA2013AF-3975-4B01-B303-2A3C2E720B92},4231,Motor Vehicle and Motor Vehicle Parts and Supplies
{7AABD6EB-E5CD-4ADC-83D4-2A6ADCE6CA7A},71119,Other Performing Arts Companies
{DD7B9C74-515A-4CDF-A787-2A7FAE9AB990},92612,Regulation and Administration of Transportation Pr
{67E18D6F-29D4-404D-B644-2A7FC0558910},48832,Marine Cargo Handling
{8ECD9541-3D63-4E01-9EB6-2A9D280B9FF1},3262,Rubber Product Manufacturing
{5FDDB3BD-379B-4AB4-9E74-2AD1BA6B193A},324122,Asphalt Shingle and Coating Materials Manufacturin
{144B1BD0-510C-4016-B3E0-2ADD79AF6ADF},492210,Local Messengers and Local Delivery
{C47432D3-3CA7-4D62-A570-2AE311BF2C03},811112,Automotive Exhaust System Repair
{7929CB01-4D5F-4063-A0B6-2B0CD1364719},32312,Support Activities for Printing
{BC254911-595F-43B4-A8CF-2B0F08A3D0AE},92512,Administration of Urban Planning and Community and
{B6CBBEDC-FD36-4C3E-888D-2B2A6482B8F3},5612,Facilities Support Services
{6AC1B4B6-1A50-46DA-BEE0-2B58E11BF887},324199,All Other Petroleum and Coal Products Manufacturin
{089DDD4D-77A4-434D-85DB-2B5DFEE90663},322121,Paper (except Newsprint) Mills
{BBB97C8D-2751-4779-8023-2B634E7662D9},424460,Fish and Seafood Merchant Wholesalers
{9DDF3546-1983-4599-B8BC-2B6E6A6B1E1A},44221,Floor Covering Stores
{286D035C-DCE0-44B7-9EC3-2B835EDE6F0C},44419,Other Building Material Dealers
{1787228B-831A-4622-97E4-2B90AE9F63B9},522390,Other Activities Related to Credit Intermediation
{6487DF5E-796F-4255-AEF5-2BF8D4C95EB7},3113,Sugar and Confectionery Product Manufacturing
{B4C2D47D-9FF6-42F1-AEE1-2BFE144B550A},7212,RV (Recreational Vehicle) Parks and Recreational C
{8D52B169-65B0-4BEC-ABF1-2C0C2C0950DB},311919,Other Snack Food Manufacturing
{55985CB2-4F8A-42DD-AE6C-2C0EFCE85A92},813311,Human Rights Organizations
{19F2F633-8A36-4377-9903-2C2479DAC924},561422,Telemarketing Bureaus and Other Contact Centers
{B463FB8B-43C7-42FE-88E6-2C28725206E0},33461,Manufacturing and Reproducing Magnetic and Optical
{F7C13ACC-E8FE-4310-91D9-2C29664B3DDD},2383,Building Finishing Contractors
{F2C116B5-91C9-4971-9A15-2C2FBEED6E32},711310,"Promoters of Performing Arts, Sports, and Similar"
{B61D80BB-1385-43ED-80AF-2C4A3849AB45},56159,Other Travel Arrangement and Reservation Services
{A4B3F037-26DA-4B25-8435-2C6029C994D7},442110,Furniture Stores
{A7460D2A-4AF4-4C40-8FE7-2C881F71D764},31522,Men’s and Boys’ Cut and Sew Apparel Manufacturing
{50CDE8AD-62D1-411C-BAB8-2C93BF7CC8FC},541921,"Photography Studios, Portrait"
{F0F45A5B-C5D8-498F-AFCF-2CAB7579CCB8},332,Fabricated Metal Product Manufacturing
{98896042-4092-4E70-AB97-2CC8D9D25EE7},483114,Coastal and Great Lakes Passenger Transportation
{222975DA-E366-4392-A9F2-2CDB9C96E696},813410,Civic and Social Organizations
{F2DE645C-5FDC-43E2-B86E-2CF3797976CC},316110,Leather and Hide Tanning and Finishing
{A7D7D442-A877-4571-9A54-2D06B71748D5},423490,Other Professional Equipment and Supplies Merchant
{72324825-6FF4-4421-A24A-2D583F94B544},33149,Nonferrous Metal (except Copper and Aluminum) Roll
{12AD3EE7-C097-4A3C-9881-2D596CFA76F6},325180,Other Basic Inorganic Chemical Manufacturing
{D8795035-EB42-4DBF-847A-2D759717D249},8122,Death Care Services
{A951A7F3-C588-4B30-A045-2DB62CABFC3A},3333,Commercial and Service Industry Machinery Manufact
{50798FE1-2C76-49CD-B832-2DF06EB6330C},48311,"Deep Sea, Coastal, and Great Lakes Water Transport"
{EA1808B6-469A-4F9E-8885-2DF324667310},2389,Other Specialty Trade Contractors
{15C1DC27-451C-4603-A919-2DFD8AC1C23D},512,Motion Picture and Sound Recording Industries
{59C95160-6744-4B64-AA41-2E016E6893AA},33251,Hardware Manufacturing
{D9261E8B-452B-401C-856F-2E348718E497},325314,Fertilizer (Mixing Only) Manufacturing
{5CD03CD2-4FFA-4CC2-9E88-2E53A669CE6D},921190,Other General Government Support
{900A1119-3539-4AE2-AFB1-2E5D93E6F72D},31511,Hosiery and Sock Mills
{9F58EE8B-4277-4983-82FD-2E5D942C3A65},562991,Septic Tank and Related Services
{31D76668-D97F-45CF-A869-2E6F7B3E0E2D},334418,Printed Circuit Assembly (Electronic Assembly) Man
{0B334196-A0F6-4A12-830B-2E76F6F00457},511199,All Other Publishers
{58ED801F-DDF2-42A6-B166-2E9CC213ECE5},5621,Waste Collection
{E00CA2CE-F707-4C74-A7FB-2ECCC5376ABA},48423,"Specialized Freight (except Used Goods) Trucking,"
{9355158D-D8F0-4B37-8C6D-2F1E43F21C0C},532283,Home Health Equipment Rental
{AC664DE7-0EF8-4F2B-8C2B-2F267274B422},562211,Hazardous Waste Treatment and Disposal
{854247F5-2346-490B-B33F-2F36886AA378},335932,Noncurrent-Carrying Wiring Device Manufacturing
{D5F4EA32-03E6-4D07-8F3F-2F40EE19CF59},42372,Plumbing and Heating Equipment and Supplies (Hydro
{6A1B39F0-EFB2-4372-A411-2F47E5B6FAA4},54182,Public Relations Agencies
{457ED1A7-3DD0-4B53-9319-2F53BC0ECFBC},7225,Restaurants and Other Eating Places
{BB4BB9AC-4B4B-4AA5-9BC5-2F6CADEE1881},423440,Other Commercial Equipment Merchant Wholesalers
{593E717B-AA66-4FED-93C6-2F7187FA02E3},11241,Sheep Farming
{8C9E4503-6ECA-4E00-8831-2FA314902A51},51913,Internet Publishing and Broadcasting and Web Searc
{35177297-A0D9-4611-96CB-2FA6F27AB3CA},337910,Mattress Manufacturing
{01D45934-0389-4C56-B609-2FAE5B02ACF9},6116,Other Schools and Instruction
{7FBE21BE-C64B-48DB-82C2-2FB0E01372A0},61143,Professional and Management Development Training
{0DBC9AC7-734E-4938-9BA6-2FBF3B26E590},111411,Mushroom Production
{72641404-6E1A-4D63-95A1-2FC0D8725AF3},311224,Soybean and Other Oilseed Processing
{B16DCC92-61E9-4E08-87BD-2FFC187A172F},812990,All Other Personal Services
{3CEEF4A5-3FE3-466B-8556-30039DBC06B1},326211,Tire Manufacturing (except Retreading)
{D1B17A6A-6B87-440C-94AA-302E19FC5503},561440,Collection Agencies
{E0399542-6A08-4459-99C4-303663D281B2},424720,Petroleum and Petroleum Products Merchant Wholesal
{8FE89614-E49D-4BBB-B840-3062294AA1F6},332114,Custom Roll Forming
{D4B16A62-F71E-48D2-896E-3063C2ED5360},923140,Administration of Veterans' Affairs
{5D040D84-A485-4DE3-AC9E-307CAD2A7236},32212,Paper Mills
{3E514B23-4EAE-493E-82BF-30967D775C59},5614,Business Support Services
{5E7E38CC-43E7-4DD6-B42B-30AD0DBD04E8},212393,Other Chemical and Fertilizer Mineral Mining
{828C98E9-EC05-4154-978C-30E2BCED032F},33712,Household and Institutional Furniture Manufacturin
{A91AD443-0029-448F-BE74-311838498379},51111,Newspaper Publishers
{DDF578CF-212B-44CB-A80F-3151D2A01B99},11421,Hunting and Trapping
{431BBB6D-E720-4B5A-8397-318934458BFA},81142,Reupholstery and Furniture Repair
{3120F277-BBF9-4B87-A885-31A55599710B},56143,Business Service Centers
{B1036C19-7CC7-4142-A83C-31B0A85210EC},313230,Nonwoven Fabric Mills
{3CE980F3-87DE-436B-9517-31BAF7F9927B},236118,Residential Remodelers
{6C7E1A0C-F2BF-4813-A1C0-31C6620A5BEC},925110,Administration of Housing Programs
{336455A2-761B-4B07-9238-31C9079FE479},451140,Musical Instrument and Supplies Stores
{C62BE1FF-E243-4DC5-AC21-31DD374138A6},551114,"Corporate, Subsidiary, and Regional Managing Offic"
{088ED18F-0053-4733-AF8E-320D873B4D00},484220,"Specialized Freight (except Used Goods) Trucking,"
{1FD9B713-1D9F-47F4-A867-321645BD30C6},213115,Support Activities for Nonmetallic Minerals (excep
{9A2D1BDD-7984-4A2D-85F5-322C9F297702},492,Couriers and Messengers
{15C46934-EF68-4E21-9F2C-32629C4053F1},44719,Other Gasoline Stations
{50C31FFE-5BF5-4E2D-B95B-327685ACEA22},722513,Limited-Service Restaurants
{2FCF29C7-8442-40EF-A8B7-32D9A91C4970},321911,Wood Window and Door Manufacturing
{FA0D15C0-5EF8-4C28-A82C-3312151035AA},31-33,Manufacturing
{1E5E0E73-5E8B-4FE3-AA84-3329FD82758E},488510,Freight Transportation Arrangement
{5FAD501C-6559-4545-A177-335874348CC3},334513,Instruments and Related Products Manufacturing for
{F76211C9-7171-4D79-B40E-336802A46E6D},8111,Automotive Repair and Maintenance
{D4C12F11-AA07-4CD0-9A82-337BF71EB8F0},562119,Other Waste Collection
{66281611-7676-4544-BF0B-337CFF795838},512191,Teleproduction and Other Postproduction Services
{5B6FB6FB-44D6-4351-85DD-33907CE2395B},5211,Monetary Authorities-Central Bank
{78868BAE-0AB7-402F-A959-33C05AAA0780},524127,Direct Title Insurance Carriers
{C987D761-C803-4770-AB88-33D0F13E852A},332431,Metal Can Manufacturing
{900872E1-92F2-4428-9574-33DEFC7181EA},922110,Courts
{BD74F2F8-C7C6-4F44-B354-33E411C105E4},454,Nonstore Retailers
{42207195-FD72-4DEB-B145-340836EDB689},31135,Chocolate and Confectionery Manufacturing
{708D7CA0-0DEA-42F6-8E39-347153E788FB},452210,Department Stores
{967F2127-2908-4A5B-9084-349BDEDB402E},1133,Logging
{B5C5AA77-7DC7-4405-8AFC-34ADA2874AB5},81141,Home and Garden Equipment and Appliance Repair and
{1BF09413-F286-4115-B21E-34D0DC6F6C72},11191,Tobacco Farming
{58F72E93-7B93-431E-8848-34D55DBBB603},525110,Pension Funds
{61C91AF5-5851-4385-9860-34EF8AD57BC9},621320,Offices of Optometrists
{904B15D1-1D82-428F-BD71-3517E77F2F86},812191,Diet and Weight Reducing Centers
{8DDB45A9-C4FA-45D8-801A-3546D445287F},4482,Shoe Stores
{FFEFD0D5-51B2-48AC-8F4A-356A8560B0F5},3111,Animal Food Manufacturing
{B7287D08-3632-4FFB-9740-35836B8EC7DB},5622,Waste Treatment and Disposal
{EAF6BB4D-52C6-4829-B737-3583F9A08266},54111,Offices of Lawyers
{01F90BD8-19DC-4D31-85B1-359CABAEA51C},238130,Framing Contractors
{D7E65FD8-DA59-41A6-AC96-35A76002C441},524210,Insurance Agencies and Brokerages
{02478630-1A20-4057-8D85-35E003D5A0F6},611410,Business and Secretarial Schools
{6323C512-8771-4C53-A741-35E58276855E},33361,"Engine, Turbine, and Power Transmission Equipment"
{07292936-F83B-4188-BD6C-361A9DB9CF49},331222,Steel Wire Drawing
{F1B16838-9F23-40C6-9734-3639CCC84C08},237310,"Highway, Street, and Bridge Construction"
{46693FC5-D99A-41C6-9CE5-366BB024EDF0},621399,Offices of All Other Miscellaneous Health Practiti
{082FAC65-D7A8-4C68-AF28-36ED35D723AF},335122,"Commercial, Industrial, and Institutional Electric"
{DC152766-B458-46BA-B1CE-370BDB099ED9},42382,Farm and Garden Machinery and Equipment Merchant W
{093469DE-AF70-4B42-BFAE-371E2917A18A},3251,Basic Chemical Manufacturing
{F525034C-4F44-4277-B65B-376024401048},562219,Other Nonhazardous Waste Treatment and Disposal
{461A4EB0-725C-4112-985D-3763D20389A4},562,Waste Management and Remediation Services
{66CE05C7-5068-41CF-8DC2-3773303C23EC},4811,Scheduled Air Transportation
{D3526B98-8A68-4D8E-BDDD-37A5F087AD1D},213,Support Activities for Mining
{3D1E4067-6CF4-41F3-8838-37A80378DD07},111419,Other Food Crops Grown Under Cover
{625B814C-854B-42EA-AB7B-37B4B3751006},325413,In-Vitro Diagnostic Substance Manufacturing
{C275EC18-B0EF-49F1-AC79-3836A65DF252},31192,Coffee and Tea Manufacturing
{F81AF50A-2930-4F71-B5EC-3848EDEEED53},3116,Animal Slaughtering and Processing
{08AA158B-7663-43DD-90C6-385D5FED92C9},3366,Ship and Boat Building
{928BD3F4-A51C-4386-B40B-3877A773EF10},112340,Poultry Hatcheries
{46728194-1A75-4500-9361-392DAC2D84EA},322212,Folding Paperboard Box Manufacturing
{359FA837-6200-4B4C-BF08-393422C2DA4D},541310,Architectural Services
{055F10A6-1B8A-41F2-8B3A-3975FE3A4D3C},813319,Other Social Advocacy Organizations
{751320A6-4F10-4F1F-937D-398EF038418B},519190,All Other Information Services
{CAA2BA32-E791-4473-B059-399680EA497E},11132,Citrus (except Orange) Groves
{680AC4B9-5217-4AA9-BE5F-399E6FFE3490},424310,"Piece Goods, Notions, and Other Dry Goods Merchant"
{0EDA794F-0CE1-4083-84B8-39A84C554AC5},3346,Manufacturing and Reproducing Magnetic and Optical
{AD789770-C72E-4C22-BAA1-39DD1B614DED},31611,Leather and Hide Tanning and Finishing
{7E86A5BB-F21F-4D32-8192-39DF45DD1F4F},81392,Professional Organizations
{9DAE32C1-DCFB-4778-8E09-3A24DB2E77C9},423740,Refrigeration Equipment and Supplies Merchant Whol
{FA93144B-9146-4E47-9900-3A2B5308DAAA},9221,"Justice, Public Order, and Safety Activities"
{84FBE1D1-3DF6-49ED-8F78-3A3FDFFE80DB},42394,"Jewelry, Watch, Precious Stone, and Precious Metal"
{B5C8631E-A740-478D-817A-3A43738435B3},313220,Narrow Fabric Mills and Schiffli Machine Embroider
{E1AE2A07-87CC-43BB-A71C-3A4D0B868BE0},81211,"Hair, Nail, and Skin Care Services"
{60EAF0E0-7203-4466-925C-3A772A09A9CA},325510,Paint and Coating Manufacturing
{9F3B9ECA-9CEB-4604-95B1-3A9AA4803692},213111,Drilling Oil and Gas Wells
{A072C3B8-C3DD-4CD9-A9DF-3B385615DB7B},112990,All Other Animal Production
{34695FD3-17C4-4ABF-AA2E-3B780AD95FF0},4881,Support Activities for Air Transportation
{622C01EB-EC0F-4748-8046-3B9D4ED5184E},713290,Other Gambling Industries
{A406AA7F-1524-49FC-AA72-3BB273FF4327},311225,Fats and Oils Refining and Blending
{228E2E06-AA61-4003-A30D-3BD125E9CBF1},48799,"Scenic and Sightseeing Transportation, Other"
{53585AE8-EE0D-42D0-9714-3C40DDDC89AF},339920,Sporting and Athletic Goods Manufacturing
{4C7B58F4-8AAD-4D4B-A9E4-3C410D88283E},531110,Lessors of Residential Buildings and Dwellings
{BDA2B76E-9F33-4DA2-9BBC-3C74661B8BA3},484,Truck Transportation
{85B15183-AF49-4E7F-B8B0-3CB9BA4107B3},711211,Sports Teams and Clubs
{1DAF3CD8-50C8-4ACB-AB5E-3CC6430F7A9F},1151,Support Activities for Crop Production
{4EA95FF5-B6E5-4164-8B3E-3D05CA51C24D},11242,Goat Farming
{B127B8AE-6C19-4081-90DE-3D26F5A089DB},333514,"Special Die and Tool, Die Set, Jig, and Fixture Ma"
{B50E21D4-75D9-412A-9381-3D48444DB8B3},21229,Other Metal Ore Mining
{8696A39C-5887-43AF-B9E3-3D4878337BEF},512230,Music Publishers
{3F21E069-605C-4045-9EC1-3D733DC73233},522190,Other Depository Credit Intermediation
{8563673F-1418-4B0B-8A4F-3D744F3670B2},339994,"Broom, Brush, and Mop Manufacturing"
{2D50CC9C-22EE-41C8-9D18-3D7811E11A27},3152,Cut and Sew Apparel Manufacturing
{E311A6E9-E189-4B66-9FD8-3D8856338292},447110,Gasoline Stations with Convenience Stores
{CAB99F1D-3A53-4DDB-B774-3D994AB349D6},523910,Miscellaneous Intermediation
{9F41F343-FEE6-48D5-A2B8-3DA0A57F1B72},7211,Traveler Accommodation
{15B1021F-8EBD-4764-A968-3DA82535FA81},221122,Electric Power Distribution
{C12E8C92-FF35-43CC-A030-3DB35D68EBC5},52239,Other Activities Related to Credit Intermediation
{145C78F7-2E4D-4A10-8447-3DC646AFB559},42314,Motor Vehicle Parts (Used) Merchant Wholesalers
{2D4EA3F8-1789-400B-B616-3DD08C8F2D9E},423390,Other Construction Material Merchant Wholesalers
{D23034EF-54B3-4DCF-B32E-3DEC6B334B86},48531,Taxi Service
{8CD30ED7-DB4C-4924-AEA6-3E0380E72AD6},7131,Amusement Parks and Arcades
{4D7C4AD0-F843-40D5-91AD-3E04E19202F6},541990,"All Other Professional, Scientific, and Technical"
{0B468300-AC34-48A8-8E08-3E4AC3D7F80E},313210,Broadwoven Fabric Mills
{0FAED45E-57F2-426D-9AE6-3E5336D2E911},445220,Fish and Seafood Markets
{9FE71628-D634-4C3D-B00B-3E7484D3268D},3131,"Fiber, Yarn, and Thread Mills"
{ECF0F0B6-A51A-4108-B8D4-3E770076A895},21311,Support Activities for Mining
{93960755-C811-4984-B21A-3ECBBFCB6F57},53113,Lessors of Miniwarehouses and Self-Storage Units
{69780C4A-84E0-4FBD-B45A-3EECB13E2D5C},42346,Ophthalmic Goods Merchant Wholesalers
{D8C92F40-4DF7-45D2-A2FF-3EF3FFDEAA47},541211,Offices of Certified Public Accountants
{3D1249C9-6B96-42B9-987F-3F6976700D59},332912,Fluid Power Valve and Hose Fitting Manufacturing
{ED80533B-5AD0-421E-AE88-3FA1033CB132},482,Rail Transportation
{7E4122D0-0A26-41E3-ACD2-3FBD8306DDAF},561110,Office Administrative Services
{1A2EF8C5-FD56-4C3F-B368-3FBFE2B4E93F},21222,Gold Ore and Silver Ore Mining
{4DF38E7F-0682-434B-A8DC-3FC1F3D4CEC2},327212,Other Pressed and Blown Glass and Glassware Manufa
{117C078C-995A-4D37-A152-3FC2DFB48815},22132,Sewage Treatment Facilities
{69FAA992-58AF-442E-BF2D-400E06474F9C},326150,Urethane and Other Foam Product (except Polystyren
{722F6C87-FDF7-4FFD-A3F0-404FC6BEF6A2},33232,Ornamental and Architectural Metal Products Manufa
{A8D1D1B8-CD1F-402C-8D86-40673F1BDB2E},486110,Pipeline Transportation of Crude Oil
{696452BD-9E2C-4B36-93D3-406DFE7F06A7},561612,Security Guards and Patrol Services
{B902DD79-1F83-4EE4-9DCB-40E5B180E346},326112,Plastics Packaging Film and Sheet (including Lamin
{711AFDC3-E153-45FB-9DF8-4103266DC0FE},551,Management of Companies and Enterprises
{A7049FAE-BD9B-4E4E-8E5D-4106B0C4ED64},21223,"Copper, Nickel, Lead, and Zinc Mining"
{F70A19C3-A3F5-4D27-ABA1-410FA2011550},332618,Other Fabricated Wire Product Manufacturing
{BFDF8194-9BCD-4738-B813-412E0D45472D},48621,Pipeline Transportation of Natural Gas
{8235E34F-75EE-4D91-A770-414ACF623C03},3162,Footwear Manufacturing
{BF3A5F36-E34F-4459-8F85-41528F211406},54186,Direct Mail Advertising
{584F2041-E888-4468-8CFB-4153C18FC716},31223,Tobacco Manufacturing
{238A1B00-27BE-42E7-9B6B-415A268C9EEC},324110,Petroleum Refineries
{52D46E87-64FE-4685-BA01-4161806C336B},921140,"Executive and Legislative Offices, Combined"
{3F502CD9-4A44-4CEF-8988-416F444AFED5},31332,Fabric Coating Mills
{EEBE6916-3D13-4412-83D1-41777AD03241},523920,Portfolio Management
{9E0218B5-51AF-4C27-B59E-4179744D30AB},485113,Bus and Other Motor Vehicle Transit Systems
{1B3B6BE5-6E4F-435A-A470-417AE836D712},42443,Dairy Product (except Dried or Canned) Merchant Wh
{27A7698C-CF4D-4ACC-907E-417C17FBDCA4},711,"Performing Arts, Spectator Sports, and Related Ind"
{C96A4730-83F6-49D9-AD04-4182D710ED4B},325211,Plastics Material and Resin Manufacturing
{A49C6675-2877-4708-9366-418BF3D7BE67},53119,Lessors of Other Real Estate Property
{841C7AAF-F480-4062-9280-41919C12B5AE},532490,Other Commercial and Industrial Machinery and Equi
{37EED6F1-52BB-4367-AFB6-41A6F11463B5},44819,Other Clothing Stores
{BC5ABA66-BA91-4EE9-9FEC-41B018E01951},92216,Fire Protection
{193AAC6C-0AFE-431E-84CB-41DC52B85D98},32613,"Laminated Plastics Plate, Sheet (except Packaging)"
{7FDBB33D-06BD-48F1-A6C2-420BC2AF4DED},335912,Primary Battery Manufacturing
{FF7867DD-23DF-476D-982F-42332AC0E4D8},493120,Refrigerated Warehousing and Storage
{8ED2FC85-193C-4D4F-ACA8-423887C872B3},44132,Tire Dealers
{C57650A3-452D-4C94-A561-42661D13351C},454310,Fuel Dealers
{AEC77BFC-0845-41AC-AF49-42E04E4D0FE2},481112,Scheduled Freight Air Transportation
{556FB818-AE06-4978-9253-42F0EC8D8556},811212,Computer and Office Machine Repair and Maintenance
{B957A962-3449-4BBC-B915-42F891A27E92},323117,Books Printing
{0C267143-66DB-4FBC-977D-42FF1C5CAFB0},523210,Securities and Commodity Exchanges
{4C6B7368-EDC3-4F8E-809C-4327D4C856E1},4483,"Jewelry, Luggage, and Leather Goods Stores"
{93E2C9BC-797B-4BB4-BFD1-432B9EAA12EF},424610,Plastics Materials and Basic Forms and Shapes Merc
{EECBDA28-74FE-4049-BE35-4377D2CE08C9},446199,All Other Health and Personal Care Stores
{D3DFD8AC-EF29-4C16-87DB-439449F19A71},81121,Electronic and Precision Equipment Repair and Main
{CA7E1A1C-9EF2-4566-92A6-439D2E698376},334517,Irradiation Apparatus Manufacturing
{2F4CDAFF-38E6-4C5B-A6B9-43D131FAB974},532111,Passenger Car Rental
{440A1BA6-7718-40EF-AA92-43D75256F6D2},525120,Health and Welfare Funds
{570C6EE0-3FEF-4ECF-9DED-43F91AFC9963},926,Administration of Economic Programs
{4BEFCA84-19E3-433E-B16E-440041E4D6DA},813910,Business Associations
{59B23203-6AB4-49F2-9B4D-440BF0216B6D},562212,Solid Waste Landfill
{5E09A622-8C5D-4B72-B4AE-442E52E5C531},327320,Ready-Mix Concrete Manufacturing
{EBE550BD-B9C6-402B-9377-44394A0001DE},54142,Industrial Design Services
{52EEF700-8E45-488A-A66C-443CF0B7551A},4911,Postal Service
{032479B3-8BC8-4369-B928-444234D26A29},532210,Consumer Electronics and Appliances Rental
{74EB91AD-C26D-4BB9-9884-44508ECB89D1},92812,International Affairs
{7DA0DA40-8866-449C-B8E5-44513D495BAB},33612,Heavy Duty Truck Manufacturing
{3EA92508-6F97-4D24-859B-445E8CB17A15},1142,Hunting and Trapping
{DE92E3CC-7EE2-42C7-A1A5-44927E4556F6},325,Chemical Manufacturing
{A56A0025-2FB1-4ECA-B95D-449D11A9801D},493110,General Warehousing and Storage
{EEA649B1-3767-4D1A-8440-44F8DF82C60A},238330,Flooring Contractors
{89BE50D5-F2A3-4314-B39F-44FD1C84677B},339910,Jewelry and Silverware Manufacturing
